Year,YearCode,Country me,Country Code,ari,adjsav_eduexp,ado_fert_rate,agedep_work,agedep_young,agrland,brate,gen_eq_rate,gov_debt,fert_rate,c_gdp,grow_gdp,percap_gdp,gini,percap_healthexp,healthexp_gdp,ishare_low20,de_gdp,lifeexp_f,lifeexp_m,lifeexp,mortrate_inf,mortrate_un5,mortrate_un5f,mortrate_un5m,grow_pop,immu_dpt,immu_mea,hiv_fe15up
2010,YR2010,Trinidad and Tobago,TTO,,4.0064,36.1182,40.87442135,29.1939246,10.52631579,15.132,,,1.802,18988955441,0.208573226,23447.77458,,976.5431982,3.317065296,,7.951453075,73.257,66.112,69.59736585,19.5,21.9,19.6,24.1,0.42080894,90,92,52.2
2010,YR2010,Tunisia,TUN,,5.97324,5.044,43.76173386,33.77377127,64.61122554,18.6,,40.36314806,2.13,40161154597,3,8494.592783,36.06,241.3649283,3.101559446,6.74,4.736208606,76.6,72.7,74.60243902,15,17.5,16,19,1.043428068,98,97,36
2010,YR2010,Turkey,TUR,,2.64391,34.2858,50.94833669,40.30606504,50.68929226,17.746,,50.93953162,2.101,5.65E+11,9.156952929,12671.11386,40.03,668.3650473,4.99115452,5.53,5.675739721,77.773,70.819,74.21119512,13.6,15.8,14.2,17.4,1.250503938,97,97,30.3
2010,YR2010,Turkmenistan,TKM,,,19.1544,50.04271507,43.85721159,69.49971272,21.796,,,2.412,13272745852,9.2,7343.650041,,105.3740844,1.49829375,,0.334708015,69.314,60.927,65.01821951,47.6,56.4,48.3,64.2,1.258040152,96,99,
2010,YR2010,Turks and Caicos Islands,TCA,,,,,,1.052631579,,,,,,,,,,,,,,,,,,,,2.436436653,,,
2010,YR2010,Tuvalu,TUV,,,,,,60,,,,,23813390.63,-2.729427912,,,461.0534791,14.4327171,,2.643296858,,,,26.3,31.6,28.5,34.7,0.193532019,89,85,
2010,YR2010,Uganda,UGA,,2.96445,135.9608,105.3612152,100.3384013,70.37685802,44.639,3.5,32.31450396,6.155,13362034649,5.861476763,1129.795702,,44.00649717,2.117107051,,9.549886164,58.198,56.438,57.29653659,51.2,78.3,71.2,85.1,3.359655142,80,73,57.3
2010,YR2010,Ukraine,UKR,,5.86266,27.717,42.2068508,19.7612541,71.23351516,10.8,,29.88033095,1.445,90577255848,4.2,6028.868603,25.62,234.353668,4.421334806,9.93,13.75042084,75.5,65.3,70.27560976,10.2,11.8,10.3,13.2,-0.397285236,52,56,41.2
2010,YR2010,United Arab Emirates,ARE,,,28.5238,16.54258111,16.15212411,4.752392344,15.969,,,1.868,2.04E+11,-1.817172273,36480.42487,,1467.48791,2.703471384,,8.288465238,77.623,75.623,76.59860976,7.5,8.8,7.8,9.7,8.956780682,94,94,
2010,YR2010,United Kingdom,GBR,,5.14471,25.794,51.85853841,26.66656317,71.19414707,13,,85.53662961,1.98,2.36E+12,1.659754161,32765.53029,,3494.731159,7.99103213,,3.104436937,82.4,78.5,80.40243902,4.4,5.2,4.7,5.7,0.74168913,94,89,30.4
2010,YR2010,United States,USA,,4.789323805,34.4682,49.03995659,29.56826886,44.9233773,13,,74.07095726,1.931,1.36E+13,2.507299954,43952.44649,,8232.875307,8.485467672,,1.210468625,81,76.2,78.54146341,6.3,7.4,6.7,8.1,0.829319901,95,92,19.6
2010,YR2010,Uruguay,URY,,2.30441,59.428,57.18437162,35.37557671,82.05919324,14.78,,45.86016261,2.08,22990234866,8.947159427,12569.08315,45.32,947.7013153,5.289813472,4.92,4.839567473,80.198,73.205,76.61621951,7.7,9,8.1,9.9,0.343146249,95,95,19.7
2010,YR2010,Uzbekistan,UZB,,9.374764224,42.782,51.88831284,45.21993977,62.65867419,22.7,4,,2.499,21491158366,8.5,2753.560421,,79.92301058,2.731493245,,19.55160889,71.25,64.629,67.8587561,36.7,42.5,36.5,48.1,2.822849683,99,98,25.1
2010,YR2010,Vanuatu,VUT,,5.19003,45.9602,72.85575736,66.03147399,15.34044299,27.447,3.5,,3.499,503575271.4,1.632696617,4004.833368,,149.2207621,4.680190866,,2.6121246,72.859,68.915,70.83890244,16.3,19,17,21,2.340344693,68,52,
2010,YR2010,"Venezuela, RB",VEN,,3.55181,85.89279,54.08067991,45.4126371,24.09160478,20.691,,,2.472,1.75E+11,-1.488791251,10893.96819,,719.5377285,2.054236634,,45.9432687,77.217,71.269,74.17046341,13.7,16,14,17.8,1.59736996,78,79,36.1
2010,YR2010,Vietm,VNM,,2.813476789,30.1122,42.91951722,33.57369604,34.72764215,16.428,4.5,,1.82,78282167938,6.423238217,3030.299014,,82.78788554,2.537084283,,12.07435765,80.174,70.681,75.31173171,18.7,23.4,20.2,26.4,1.049400377,93,98,28.6
2010,YR2010,Virgin Islands (U.S.),VIR,,,50.7096,52.38354324,31.51177406,11.42857143,12,,,1.8,,,,,,,,,82.3,76.227,79.18943902,,,,,-0.413196565,,,
2010,YR2010,West Bank and Gaza,WBG,,,47.5236,81.27495224,76.26347354,41.26245847,31.237,,,4.216,,,,,,,,,74.342,71.02,72.6404878,20.2,23.9,21.8,25.8,2.898628666,,,
2010,YR2010,"Yemen, Rep.",YEM,,4.11816,50.7732,80.76794398,75.83509255,44.65973445,32.294,2,,4.498,20710400137,7.702307049,2507.409017,,79.94274913,1.174842337,,24.16121166,63.886,61.234,62.52765854,49.2,64.3,59.8,68.7,2.371090347,87,73,41.8
2010,YR2010,Zambia,ZMB,,1.31817,131.1308,98.27721968,93.01595898,31.9280593,43.217,3.5,,5.813,9799629000,7.620163434,1370.47282,57.49,73.84426272,3.628581992,3.58,11.68718864,55.764,53.35,54.52756098,62.9,100.4,94.2,106.5,3.010393667,83,96,51.2
2010,YR2010,Zimbabwe,ZWE,,2.5409,65.20081,82.53664734,75.26744163,42.18689415,32.17,2.5,,3.721,5120294858,9.62018498,,,,,,10.56100252,53.819,53.378,53.59312195,59.3,97.1,89.9,103.7,1.448540719,89,90,59.1
